rank,id,name,source,country,gender,age,image,current_worth,previous_worth
1955,sabrina-benetton,Sabrina Benetton,"Fashion retail, investments",Italy,F,51,https://specials-images.forbesimg.com/imageserve/5c70da5031358e35dd26ee14/416x416.jpg?background=000000&cropX1=29&cropX2=714&cropY1=42&cropY2=727,1.9,2.0
1956,motilal-oswal,Motilal Oswal,Financial services,India,M,63,https://specials-images.forbesimg.com/imageserve/661fead14139ddfa2cd8bfa1/416x416.jpg?background=000000&cropX1=515&cropX2=1914&cropY1=402&cropY2=1802,1.9,1.9
1957,herbert-allen-jr,Herbert Allen Jr & family,Investment banking,United States,M,85,https://specials-images.forbesimg.com/imageserve/56d0d6d0e4b0c144a7f65d76/416x416.jpg?background=000000&cropX1=34&cropX2=675&cropY1=15&cropY2=656,1.9,1.9
1958,viren-doshi,Viren Doshi,Solar modules,India,M,56,https://specials-images.forbesimg.com/imageserve/67e582565381893963a520fd/416x416.jpg?background=000000&cropX1=1526&cropX2=2728&cropY1=425&cropY2=1627,1.9,2.1
1959,nicola-bulgari,Nicola Bulgari,Luxury goods,Italy,M,84,https://specials-images.forbesimg.com/imageserve/5e76d8c9c7b02d000666d334/416x416.jpg?background=000000&cropX1=187&cropX2=2120&cropY1=332&cropY2=2265,1.9,1.9
1960,john-oyler,John Oyler,Biotech,United States,M,57,https://specials-images.forbesimg.com/imageserve/619bbff6cb70e844f99de1e8/416x416.jpg?background=000000&cropX1=330&cropX2=2730&cropY1=0&cropY2=2400,1.9,1.8
1961,madhusudan-agarwal,Madhusudan Agarwal,Indian sweets and snacks,India,M,69,https://st3.depositphotos.com/6672868/13701/v/450/depositphotos_137014128-stock-illustration-user-profile-icon.jpg,1.9,1.9
1962,girdhari-lal-bawri,Girdhari Lal Bawri,Pharmaceuticals,India,M,78,https://specials-images.forbesimg.com/imageserve/60401fd746275cec21413b67/416x416.jpg?background=000000&cropX1=22&cropX2=1137&cropY1=74&cropY2=1189,1.9,1.9
1963,riaz-valani,Riaz Valani,E-cigarettes ,United States,M,49,https://st3.depositphotos.com/6672868/13701/v/450/depositphotos_137014128-stock-illustration-user-profile-icon.jpg,1.9,1.9
1964,terry-taylor,Terry Taylor,Car dealerships,United States,M,74,https://st3.depositphotos.com/6672868/13701/v/450/depositphotos_137014128-stock-illustration-user-profile-icon.jpg,1.9,1.9
1965,leslie-alexander,Leslie Alexander,Sports team,United States,M,82,https://specials-images.forbesimg.com/imageserve/5ba6785831358e5690cdc0c6/416x416.jpg?background=000000&cropX1=56&cropX2=683&cropY1=53&cropY2=681,1.9,1.9
1966,massimo-moratti,Massimo Moratti,Oil refinery,Italy,M,80,https://specials-images.forbesimg.com/imageserve/5e76d7cfc7b02d000666d32d/416x416.jpg?background=000000&cropX1=47&cropX2=1761&cropY1=47&cropY2=1761,1.9,1.9
1967,petter-stordalen,Petter Stordalen & family,Hotels,Norway,M,62,https://specials-images.forbesimg.com/imageserve/5e7703cbd8e1ae0007b7288a/416x416.jpg?background=000000&cropX1=142&cropX2=2997&cropY1=83&cropY2=2936,1.9,1.9
1968,martin-knauf,Martin Knauf,building materials,Germany,M,44,https://st3.depositphotos.com/6672868/13701/v/450/depositphotos_137014128-stock-illustration-user-profile-icon.jpg,1.9,1.9
1969,bobby-murphy,Bobby Murphy,Snapchat,United States,M,37,https://specials-images.forbesimg.com/imageserve/618e9d085c54b67a7e93c0c6/416x416.jpg?background=000000&cropX1=0&cropX2=1080&cropY1=0&cropY2=1080,1.9,1.9
1970,ron-sim,Ron Sim,Retail,Singapore,M,66,https://specials-images.forbesimg.com/imageserve/596e819b31358e4463b76550/416x416.jpg?background=000000&cropX1=290&cropX2=1623&cropY1=294&cropY2=1628,1.9,1.9
1971,cristina-junqueira,Cristina Junqueira,fintech,Brazil,F,42,https://specials-images.forbesimg.com/imageserve/61ba654f78b47e603201f125/416x416.jpg?background=000000&cropX1=652&cropX2=1942&cropY1=288&cropY2=1579,1.9,1.9
1972,ali-erdemoglu,Ali Erdemoglu,Carpet,Turkey,M,65,https://specials-images.forbesimg.com/imageserve/606b3801fb2da6f71fd2b915/416x416.jpg?background=000000&cropX1=0&cropX2=958&cropY1=0&cropY2=958,1.9,1.9
1973,kapil-bhatia,Kapil Bhatia,Aviation,India,M,93,https://st3.depositphotos.com/6672868/13701/v/450/depositphotos_137014128-stock-illustration-user-profile-icon.jpg,1.9,1.9
1974,todd-wagner,Todd Wagner,Online media,United States,M,65,https://specials-images.forbesimg.com/imageserve/5a8f0d5c4bbe6f0fa82646b3/416x416.jpg?background=000000&cropX1=0&cropX2=1997&cropY1=133&cropY2=2130,1.9,1.9
1975,lesley-bamberger,Lesley Bamberger,Real estate,Netherlands,M,60,https://specials-images.forbesimg.com/imageserve/58a380994bbe6f0e5586cf65/416x416.jpg?background=000000&cropX1=129&cropX2=712&cropY1=135&cropY2=718,1.9,1.9
1976,kwak-dong-shin,Kwak Dong Shin,Semiconductors,South Korea,M,50,https://specials-images.forbesimg.com/imageserve/6672e76e71069e9fd6c68a0a/416x416.jpg?background=000000&cropX1=0&cropX2=354&cropY1=17&cropY2=372,1.9,2.0
1977,wee-ee-chao,Wee Ee Chao,Banking,Singapore,M,69,https://specials-images.forbesimg.com/imageserve/661ea10b67a7798609d15d3f/416x416.jpg?background=000000&cropX1=364&cropX2=1799&cropY1=720&cropY2=2153,1.9,1.9
1978,gavril-yushvaev,Gavril Yushvaev & family,"Precious metals, real estate",Russia,M,68,https://specials-images.forbesimg.com/imageserve/5c71cb414bbe6f24567aed4e/416x416.jpg?background=000000&cropX1=397&cropX2=1325&cropY1=197&cropY2=1125,1.9,1.9
1979,keith-dunleavy,Keith Dunleavy & family,Health IT,United States,M,56,https://specials-images.forbesimg.com/imageserve/65cd1dd8d20aab533846fd9c/416x416.jpg?background=000000&cropX1=59&cropX2=525&cropY1=5&cropY2=471,1.9,1.9
1980,carsten-maschmeyer,Carsten Maschmeyer,Finance services,Germany,M,66,https://st3.depositphotos.com/6672868/13701/v/450/depositphotos_137014128-stock-illustration-user-profile-icon.jpg,1.9,1.9
1981,asok-kumar-hiranandani,Asok Kumar Hiranandani,Real estate,Singapore,M,70,https://specials-images.forbesimg.com/imageserve/61115e4fe1be2f8419419c4e/416x416.jpg?background=000000&cropX1=0&cropX2=322&cropY1=254&cropY2=576,1.9,1.9
1982,chao-yung-tsang,Chao Yung-Tsang,Cooling devices and components,Taiwan,M,69,https://st3.depositphotos.com/6672868/13701/v/450/depositphotos_137014128-stock-illustration-user-profile-icon.jpg,1.9,1.9
1983,alfred-west-jr,Alfred West Jr,Money management,United States,M,82,https://st3.depositphotos.com/6672868/13701/v/450/depositphotos_137014128-stock-illustration-user-profile-icon.jpg,1.9,1.9
1984,fan-xiulian,Fan Xiulian,Pharmaceuticals,China,F,61,https://st3.depositphotos.com/6672868/13701/v/450/depositphotos_137014128-stock-illustration-user-profile-icon.jpg,1.9,1.8
1985,elisabeth-douglas,Elisabeth Douglas,Investments,Sweden,F,84,https://st3.depositphotos.com/6672868/13701/v/450/depositphotos_137014128-stock-illustration-user-profile-icon.jpg,1.9,2.0
1986,sandro-veronesi,Sandro Veronesi & family,Fashion,Italy,M,65,https://specials-images.forbesimg.com/imageserve/5e76db69d8e1ae0007b726aa/416x416.jpg?background=000000&cropX1=170&cropX2=1398&cropY1=13&cropY2=1241,1.9,1.7
1987,nihat-ozdemir,Nihat Ozdemir,Diversified ,Turkey,M,75,https://specials-images.forbesimg.com/imageserve/5e77e30e10380d0006fbc84b/416x416.jpg?background=000000&cropX1=805&cropX2=2976&cropY1=76&cropY2=2246,1.9,1.9
1988,roberto-angelini-rossi,Roberto Angelini Rossi,"Forestry, mining",Chile,M,77,https://specials-images.forbesimg.com/imageserve/5a67596fa7ea4316901185cf/416x416.jpg?background=000000&cropX1=1582&cropX2=3501&cropY1=204&cropY2=2122,1.9,1.9
1989,kie-chie-wong,Kie Chie Wong,Investments,Malaysia,M,77,https://specials-images.forbesimg.com/imageserve/67aa6194ec9eb460c0ac3f5e/416x416.jpg?background=000000&cropX1=0&cropX2=800&cropY1=0&cropY2=800,1.9,2.0
1990,deng-weiming,Deng Weiming & family,Battery components,China,M,57,https://st3.depositphotos.com/6672868/13701/v/450/depositphotos_137014128-stock-illustration-user-profile-icon.jpg,1.9,1.9
1991,hermanto-tanoko,Hermanto Tanoko,Paints,Indonesia,M,63,https://specials-images.forbesimg.com/imageserve/6411c710cd09f13b35bbfef5/416x416.jpg?background=000000&cropX1=155&cropX2=1623&cropY1=374&cropY2=1843,1.9,1.9
1992,byunghoon-kim,Byunghoon Kim,Beauty devices,South Korea,M,36,https://specials-images.forbesimg.com/imageserve/687a81f321a66ab9c59c9102/416x416.jpg?background=000000&cropX1=905&cropX2=1261&cropY1=167&cropY2=523,1.9,2.0
1993,miranda-qu,Miranda Qu,E-commerce ,China,F,40,https://specials-images.forbesimg.com/imageserve/624431ed08a2b9f7f36f0b15/416x416.jpg?background=000000&cropX1=1326&cropX2=2777&cropY1=583&cropY2=2034,1.9,1.9
1993,charlwin-mao,Charlwin Mao,E-commerce,China,M,40,https://st3.depositphotos.com/6672868/13701/v/450/depositphotos_137014128-stock-illustration-user-profile-icon.jpg,1.9,1.9
1995,zbigniew-juroszek,Zbigniew Juroszek & family,"Real estate, gambling",Poland,M,63,https://specials-images.forbesimg.com/imageserve/606dd027c57d33c71827fbec/416x416.jpg?background=000000&cropX1=1216&cropX2=2021&cropY1=198&cropY2=1003,1.9,1.9
1996,xu-chuanhua,Xu Chuanhua & family,"Chemicals, logistics",China,M,90,https://st3.depositphotos.com/6672868/13701/v/450/depositphotos_137014128-stock-illustration-user-profile-icon.jpg,1.9,1.9
1997,cynthia-helena-grossman-fleishman,Cynthia Helena Grossman Fleishman,Arca Continental,Mexico,F,71,https://st3.depositphotos.com/6672868/13701/v/450/depositphotos_137014128-stock-illustration-user-profile-icon.jpg,1.9,1.9
1998,mark-coombs,Mark Coombs,Finance,United Kingdom,M,64,https://st3.depositphotos.com/6672868/13701/v/450/depositphotos_137014128-stock-illustration-user-profile-icon.jpg,1.9,1.9
1999,banwari-lal-bawri,Banwari Lal Bawri,Pharmaceuticals,India,M,72,https://st3.depositphotos.com/6672868/13701/v/450/depositphotos_137014128-stock-illustration-user-profile-icon.jpg,1.9,1.9
2000,rajendra-agarwal,Rajendra Agarwal,Pharmaceuticals,India,M,66,https://st3.depositphotos.com/6672868/13701/v/450/depositphotos_137014128-stock-illustration-user-profile-icon.jpg,1.9,1.9
2001,cheng-zhenghui,Cheng Zhenghui,medical equipment,China,M,60,https://st3.depositphotos.com/6672868/13701/v/450/depositphotos_137014128-stock-illustration-user-profile-icon.jpg,1.9,1.8
2002,lloyd-blankfein,Lloyd Blankfein,Banking,United States,M,71,http://specials-images.forbesimg.com/imageserve/572263414bbe6f6f9575032b/416x416.jpg?background=000000&cropX1=89&cropX2=728&cropY1=2&cropY2=641,1.9,1.9
2003,chow-shing-yuk,Chow Shing Yuk,Logistics,Hong Kong,M,47,https://specials-images.forbesimg.com/imageserve/65d4f11a14377a1444b69667/416x416.jpg?background=000000&cropX1=146&cropX2=540&cropY1=112&cropY2=506,1.9,1.9
2004,mario-gabelli,Mario Gabelli,Money management,United States,M,83,https://specials-images.forbesimg.com/imageserve/5a8ee00ca7ea43169014191b/416x416.jpg?background=000000&cropX1=1466&cropX2=4449&cropY1=128&cropY2=3109,1.9,1.9
2005,shen-xiqiang,Shen Xiqiang & family,Chemical,China,M,77,https://st3.depositphotos.com/6672868/13701/v/450/depositphotos_137014128-stock-illustration-user-profile-icon.jpg,1.9,1.9
2006,guilherme-benchimol-1,Guilherme Benchimol,financial services,Brazil,M,49,https://specials-images.forbesimg.com/imageserve/5e74281a10380d0006bdac5e/416x416.jpg?background=000000&cropX1=394&cropX2=2816&cropY1=0&cropY2=2421,1.9,1.9
2007,huang-zhenda,Huang Zhenda & family,Construction,China,M,78,https://specials-images.forbesimg.com/imageserve/102108d15afa7dd7e7a7e1fbcda3d866/416x416.jpg?background=000000&cropX1=129&cropX2=694&cropY1=151&cropY2=717,1.9,1.9
2008,pawan-munjal-1,Pawan Munjal,Motorcycles,India,M,70,https://specials-images.forbesimg.com/imageserve/67047d5b565a38c12c23318d/416x416.jpg?background=000000&cropX1=5&cropX2=875&cropY1=77&cropY2=947,1.9,1.8
2009,herbert-sy,Herbert Sy,Diversified,Philippines,M,68,https://specials-images.forbesimg.com/imageserve/5c716f494bbe6f79c5474858/416x416.jpg?background=000000&cropX1=5&cropX2=927&cropY1=5&cropY2=927,1.9,1.9
2010,sezai-bacaksiz,Sezai Bacaksiz,Diversified ,Turkey,M,76,https://specials-images.forbesimg.com/imageserve/5a70d3e631358e4955ac0a68/416x416.jpg?background=000000&cropX1=117&cropX2=1154&cropY1=325&cropY2=1362,1.9,1.9
2011,chad-richison,Chad Richison,Payroll processing,United States,M,54,https://specials-images.forbesimg.com/imageserve/5bbbc6bc31358e4b20817602/416x416.jpg?background=000000&cropX1=0&cropX2=2048&cropY1=182&cropY2=2231,1.9,1.9
2012,michael-rees,Michael Rees,Private equity,United States,M,50,https://specials-images.forbesimg.com/imageserve/62470e487e92cb309f6f0b23/416x416.jpg?background=000000&cropX1=0&cropX2=1200&cropY1=0&cropY2=1200,1.9,1.9
2013,daniel-chiu,Daniel Chiu,"Oil & gas, education",Hong Kong,M,64,https://specials-images.forbesimg.com/imageserve/5e3b38098b6cf300071df45c/416x416.jpg?background=000000&cropX1=337&cropX2=1080&cropY1=206&cropY2=950,1.9,1.9
2014,ana-lucia-de-mattos-barretto-villela,Ana Lucia de Mattos Barretto Villela,Banking,Brazil,F,51,https://specials-images.forbesimg.com/imageserve/5e7422c310380d0006bdac2a/416x416.jpg?background=000000&cropX1=176&cropX2=2832&cropY1=268&cropY2=2925,1.9,1.9
2015,stanley-hubbard,Stanley Hubbard,DirecTV,United States,M,92,https://specials-images.forbesimg.com/imageserve/59de6c0f4bbe6f37dda056b5/416x416.jpg?background=000000&cropX1=163&cropX2=871&cropY1=150&cropY2=858,1.9,1.9
2016,charlotte-colket-weber,Charlotte Colket Weber,Campbell Soup,United States,F,82,https://specials-images.forbesimg.com/imageserve/4261ede6963e00c839342eb5e764441c/416x416.jpg?background=000000&cropX1=5&cropX2=669&cropY1=21&cropY2=685,1.9,1.9
2017,christoph-henkel,Christoph Henkel,Consumer goods,Germany,M,67,https://specials-images.forbesimg.com/imageserve/5e761fffd8e1ae0007b71988/416x416.jpg?background=000000&cropX1=279&cropX2=2452&cropY1=352&cropY2=2527,1.9,1.9
2018,karin-schick,Karin Schick,Information technology,Germany,F,55,https://specials-images.forbesimg.com/imageserve/5a7e1c0131358e4955ad10a9/416x416.jpg?background=000000&cropX1=2030&cropX2=5379&cropY1=270&cropY2=3616,1.9,1.9
2019,andy-fang,Andy Fang,food delivery app,United States,M,33,https://specials-images.forbesimg.com/imageserve/618e9ac85531987afd163397/416x416.jpg?background=000000&cropX1=215&cropX2=2294&cropY1=58&cropY2=2139,1.9,1.9
2020,marc-lasry,Marc Lasry,Hedge funds,United States,M,64,https://specials-images.forbesimg.com/imageserve/56d1c883e4b0c144a7f66626/416x416.jpg?background=000000&cropX1=126&cropX2=588&cropY1=5&cropY2=467,1.9,1.9
2021,li-liangbin,Li Liangbin,Lithium,China,M,58,https://specials-images.forbesimg.com/imageserve/6182e625fd46d40beab82195/416x416.jpg?background=000000&cropX1=0&cropX2=1080&cropY1=0&cropY2=1080,1.9,1.9
2022,john-goff,John Goff,Real estate,United States,M,70,https://specials-images.forbesimg.com/imageserve/5bbbca304bbe6f67d2e8d975/416x416.jpg?background=000000&cropX1=2398&cropX2=4138&cropY1=1287&cropY2=3028,1.9,1.9
2023,petro-poroshenko,Petro Poroshenko,confectionery,Ukraine,M,59,https://st3.depositphotos.com/6672868/13701/v/450/depositphotos_137014128-stock-illustration-user-profile-icon.jpg,1.9,1.9
2024,joaquin-del-pino-y-calvo-sotelo,Joaquin del Pino y Calvo-Sotelo,Construction,Spain,M,64,https://st3.depositphotos.com/6672868/13701/v/450/depositphotos_137014128-stock-illustration-user-profile-icon.jpg,1.9,1.9
2025,giovanni-arvedi,Giovanni Arvedi,Steel,Italy,M,88,https://st3.depositphotos.com/6672868/13701/v/450/depositphotos_137014128-stock-illustration-user-profile-icon.jpg,1.9,1.9
2026,sd-shibulal,S.D. Shibulal,Software services,India,M,70,https://specials-images.forbesimg.com/imageserve/5e76a8df10380d0006fbb6e9/416x416.jpg?background=000000&cropX1=691&cropX2=2982&cropY1=377&cropY2=2666,1.9,1.9
2027,itzhak-ezratti,Itzhak Ezratti & family,Homebuilding,United States,M,72,https://st3.depositphotos.com/6672868/13701/v/450/depositphotos_137014128-stock-illustration-user-profile-icon.jpg,1.9,1.9
2028,vladimir-fartushnyak,Vladimir Fartushnyak,retail,Russia,M,63,https://st3.depositphotos.com/6672868/13701/v/450/depositphotos_137014128-stock-illustration-user-profile-icon.jpg,1.9,1.9
2029,drorit-wertheim,Drorit Wertheim,Coca Cola Israel,Israel,F,69,https://st3.depositphotos.com/6672868/13701/v/450/depositphotos_137014128-stock-illustration-user-profile-icon.jpg,1.9,1.9
2030,edir-macedo,Edir Macedo & family,broadcasting,Brazil,M,80,https://st3.depositphotos.com/6672868/13701/v/450/depositphotos_137014128-stock-illustration-user-profile-icon.jpg,1.9,1.9
2031,alex-shevchenko,Alex Shevchenko,Software,Canada,M,45,https://specials-images.forbesimg.com/imageserve/61a552d47ccd1331f306c32e/416x416.jpg?background=000000&cropX1=798&cropX2=2775&cropY1=171&cropY2=2146,1.9,1.9
2031,max-lytvyn,Max Lytvyn,Software,Canada,M,45,https://specials-images.forbesimg.com/imageserve/61a55248f172a6b1b306c32e/416x416.jpg?background=000000&cropX1=1391&cropX2=4255&cropY1=90&cropY2=2951,1.9,1.9
2033,philippe-ginestet,Philippe Ginestet & family,Retail stores,France,M,71,https://specials-images.forbesimg.com/imageserve/5e75a50bc7b02d000666c467/416x416.jpg?background=000000&cropX1=718&cropX2=3327&cropY1=673&cropY2=3283,1.9,1.9
2034,bob-ell,Bob Ell,Real estate,Australia,M,80,https://specials-images.forbesimg.com/imageserve/5c6ca60131358e1c187f0fb7/416x416.jpg?background=000000&cropX1=46&cropX2=258&cropY1=0&cropY2=212,1.9,1.9
2035,gao-jifan,Gao Jifan & family,Solar equipment,China,M,60,https://specials-images.forbesimg.com/imageserve/6182cc393bf7c3b9cf3d1ca0/416x416.jpg?background=000000&cropX1=377&cropX2=2937&cropY1=63&cropY2=2621,1.9,1.9
2036,konstantin-strukov,Konstantin Strukov & family,"Gold, coal mining",Russia,M,67,https://specials-images.forbesimg.com/imageserve/5c71c41531358e35dd26f9aa/416x416.jpg?background=000000&cropX1=438&cropX2=2671&cropY1=10&cropY2=2242,1.9,1.9
2037,wang-jianfeng,Wang Jianfeng & family,Auto parts,China,M,0,https://st3.depositphotos.com/6672868/13701/v/450/depositphotos_137014128-stock-illustration-user-profile-icon.jpg,1.9,1.9
2038,athanasios-martinos,Athanasios Martinos & family,"Shipping, real estate",Greece,M,75,https://st3.depositphotos.com/6672868/13701/v/450/depositphotos_137014128-stock-illustration-user-profile-icon.jpg,1.9,1.9
2039,mark-attanasio,Mark Attanasio,Finance,United States,M,67,https://st3.depositphotos.com/6672868/13701/v/450/depositphotos_137014128-stock-illustration-user-profile-icon.jpg,1.9,1.9
2040,carmen-daurella-aguilera,Carmen Daurella Aguilera,Coca-Cola bottler,Spain,F,69,https://st3.depositphotos.com/6672868/13701/v/450/depositphotos_137014128-stock-illustration-user-profile-icon.jpg,1.9,1.9
2041,wang-miaotong,Wang Miaotong,auto parts,China,M,68,https://st3.depositphotos.com/6672868/13701/v/450/depositphotos_137014128-stock-illustration-user-profile-icon.jpg,1.9,1.8
2042,james-leininger,James Leininger,Medical products,United States,M,80,https://specials-images.forbesimg.com/imageserve/041a945d6f58b58c25ed00c227dde161/416x416.jpg?background=000000&cropX1=35&cropX2=718&cropY1=92&cropY2=775,1.9,1.9
2043,nan-cunhui,Nan Cunhui,Power equipment,China,M,62,https://specials-images.forbesimg.com/imageserve/60bfc4a039671e95929b077f/416x416.jpg?background=000000&cropX1=1274&cropX2=2298&cropY1=769&cropY2=1793,1.9,1.9
2044,wenaas-lars,Wenaas Lars,hotels,Norway,M,74,https://st3.depositphotos.com/6672868/13701/v/450/depositphotos_137014128-stock-illustration-user-profile-icon.jpg,1.9,1.9
2045,luiz-frias,Luiz Frias,Media,Brazil,M,62,https://specials-images.forbesimg.com/imageserve/5c6ccc5131358e1c187f1109/416x416.jpg?background=000000&cropX1=69&cropX2=335&cropY1=0&cropY2=266,1.8,1.8
2046,phil-shawe,Phil Shawe,Translation services,United States,M,56,https://specials-images.forbesimg.com/imageserve/67e47ee2ba2552498d0229ee/416x416.jpg?background=000000&cropX1=0&cropX2=1444&cropY1=260&cropY2=1703,1.8,1.8
2047,sun-mengquan,Sun Mengquan & family,Edible oil,China,M,75,https://st3.depositphotos.com/6672868/13701/v/450/depositphotos_137014128-stock-illustration-user-profile-icon.jpg,1.8,1.8
