rank,id,name,source,country,gender,age,image,current_worth,previous_worth
1835,kwek-leng-keow,Kwek Leng Keow,Diversified,Singapore,M,73,https://st3.depositphotos.com/6672868/13701/v/450/depositphotos_137014128-stock-illustration-user-profile-icon.jpg,2.1,2.1
1835,kwek-leng-peck,Kwek Leng Peck,Diversified,Singapore,M,69,https://st3.depositphotos.com/6672868/13701/v/450/depositphotos_137014128-stock-illustration-user-profile-icon.jpg,2.1,2.1
1837,larry-connor,Larry Connor & family,Real estate,United States,M,75,https://specials-images.forbesimg.com/imageserve/66205c00a4c2391da518ea57/416x416.jpg?background=000000&cropX1=504&cropX2=1092&cropY1=779&cropY2=1368,2.1,2.1
1838,marc-lipschultz,Marc Lipschultz,Private equity,United States,M,56,https://specials-images.forbesimg.com/imageserve/660c26c913ee01f061f095c5/416x416.jpg?background=000000&cropX1=55&cropX2=1200&cropY1=55&cropY2=1200,2.1,2.1
1839,bianca-rinehart,Bianca Rinehart,Mining,Australia,F,48,https://specials-images.forbesimg.com/imageserve/5a7a4b8da7ea43169012d8be/416x416.jpg?background=000000&cropX1=0&cropX2=1605&cropY1=271&cropY2=1877,2.1,2.1
1839,hope-welker,Hope Welker,Mining,Australia,F,40,https://st3.depositphotos.com/6672868/13701/v/450/depositphotos_137014128-stock-illustration-user-profile-icon.jpg,2.1,2.1
1841,alexandra-andresen,Alexandra Andresen,Investments,Norway,F,29,https://specials-images.forbesimg.com/imageserve/642b3f6fc851e4c17fbbf2c7/416x416.jpg?background=000000&cropX1=742&cropX2=2391&cropY1=59&cropY2=1708,2.1,2.1
1842,nobutoshi-shimamura,Nobutoshi Shimamura,Retail,Japan,M,99,https://specials-images.forbesimg.com/imageserve/683dc9e2730bebfa358f21c0/416x416.jpg?background=000000&cropX1=0&cropX2=800&cropY1=0&cropY2=800,2.1,2.1
1843,walter-wang-1,Walter Wang,Manufacturing,United States,M,60,https://specials-images.forbesimg.com/imageserve/66fb3b3e4a86e32db74d04eb/416x416.jpg?background=000000&cropX1=397&cropX2=1600&cropY1=0&cropY2=1202,2.1,2.1
1844,dominika-kulczyk,Dominika Kulczyk,Diversified,Poland,F,48,https://specials-images.forbesimg.com/imageserve/642b3599641e50b0dfdeb16e/416x416.jpg?background=000000&cropX1=729&cropX2=1209&cropY1=1132&cropY2=1612,2.1,2.1
1845,john-phillips,John Phillips,investments,Canada,M,74,https://st3.depositphotos.com/6672868/13701/v/450/depositphotos_137014128-stock-illustration-user-profile-icon.jpg,2.1,2.1
1845,catherine-phillips,Catherine Phillips,investments,Canada,F,74,https://st3.depositphotos.com/6672868/13701/v/450/depositphotos_137014128-stock-illustration-user-profile-icon.jpg,2.1,2.1
1847,wichai-thongtang,Wichai Thongtang,"Healthcare, Investments",Thailand,M,78,https://specials-images.forbesimg.com/imageserve/60d9f1892014462fc79cb54d/416x416.jpg?background=000000&cropX1=0&cropX2=844&cropY1=0&cropY2=844,2.1,2.1
1848,shyam-bhartia,Shyam Bhartia,"Pharmaceuticals, food",India,M,72,https://st3.depositphotos.com/6672868/13701/v/450/depositphotos_137014128-stock-illustration-user-profile-icon.jpg,2.1,2.0
1849,ingrid-wu,Ingrid Wu,Manufacturing,United States,F,0,https://st3.depositphotos.com/6672868/13701/v/450/depositphotos_137014128-stock-illustration-user-profile-icon.jpg,2.1,2.1
1850,radik-shaimiev,Radik Shaimiev,"Refinery, chemicals",Russia,M,60,https://specials-images.forbesimg.com/imageserve/87610e924802aeeaed879067d5de2b4d/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=127&cropY2=871,2.1,2.1
1851,vladislav-filev,Vladislav Filev & family,Airlines,Russia,M,62,https://specials-images.forbesimg.com/imageserve/6619cd51e48a14a53290f931/416x416.jpg?background=000000&cropX1=4&cropX2=2054&cropY1=193&cropY2=2242,2.1,2.1
1852,alfredo-egydio-arruda-villela-filho,Alfredo Egydio Arruda Villela Filho,Banking,Brazil,M,55,https://specials-images.forbesimg.com/imageserve/5c6cc7cd31358e1c187f10bb/416x416.jpg?background=000000&cropX1=135&cropX2=1004&cropY1=3&cropY2=872,2.1,2.1
1853,igor-makarov,Igor Makarov,Investments,Cyprus,M,63,https://specials-images.forbesimg.com/imageserve/5e777e1c10380d0006fbbe25/416x416.jpg?background=000000&cropX1=457&cropX2=2451&cropY1=16&cropY2=2008,2.1,2.1
1854,alberto-prada,Alberto Prada,Luxury goods,Italy,M,71,https://st3.depositphotos.com/6672868/13701/v/450/depositphotos_137014128-stock-illustration-user-profile-icon.jpg,2.1,2.1
1854,marina-prada,Marina Prada,Luxury goods,Italy,F,80,https://specials-images.forbesimg.com/imageserve/5a7f97da31358e4955ad1e5c/416x416.jpg?background=000000&cropX1=131&cropX2=1695&cropY1=72&cropY2=1636,2.1,2.1
1856,vitaly-orlov,Vitaly Orlov,Fisheries,Russia,M,59,https://st3.depositphotos.com/6672868/13701/v/450/depositphotos_137014128-stock-illustration-user-profile-icon.jpg,2.1,2.1
1857,chung-mong-joon,Chung Mong-joon,"Shipbuilding, industrial machines",South Korea,M,73,https://specials-images.forbesimg.com/imageserve/5d247b824c687b00085c1eca/416x416.jpg?background=000000&cropX1=1616&cropX2=4547&cropY1=335&cropY2=3264,2.1,2.1
1858,andrey-andreev,Andrey Andreev,Online dating,United Kingdom,M,51,https://specials-images.forbesimg.com/imageserve/5e77eac9c7b02d000666e124/416x416.jpg?background=000000&cropX1=1198&cropX2=3974&cropY1=213&cropY2=2987,2.1,2.1
1859,rubens-menin-teixeira-de-souza,Rubens Menin Teixeira de Souza,"home building, banking",Brazil,M,69,https://specials-images.forbesimg.com/imageserve/5e7438db07adf00006db9f90/416x416.jpg?background=000000&cropX1=183&cropX2=2793&cropY1=46&cropY2=2656,2.1,2.1
1860,jon-winkelried,Jon Winkelried,"Private equity, banking",United States,M,66,https://specials-images.forbesimg.com/imageserve/682e4df2a35d9f93c86dac9a/416x416.jpg?background=000000&cropX1=389&cropX2=867&cropY1=44&cropY2=521,2.1,2.1
1861,pieter-van-der-does,Pieter van der Does,Payments software,Netherlands,M,56,https://specials-images.forbesimg.com/imageserve/5c7156744bbe6f79c54746ce/416x416.jpg?background=000000&cropX1=494&cropX2=2752&cropY1=77&cropY2=2333,2.1,2.1
1862,wang-wenmo,Wang Wenmo,Sports apparel,China,M,68,https://st3.depositphotos.com/6672868/13701/v/450/depositphotos_137014128-stock-illustration-user-profile-icon.jpg,2.1,2.1
1863,hari-bhartia,Hari Bhartia,Diversified,India,M,68,https://specials-images.forbesimg.com/imageserve/67047e11496434edd26baf90/416x416.jpg?background=000000&cropX1=628&cropX2=2455&cropY1=134&cropY2=1962,2.1,2.0
1864,ben-silbermann,Ben Silbermann,Social media,United States,M,43,https://specials-images.forbesimg.com/imageserve/5a9046cf4bbe6f0fa8265d45/416x416.jpg?background=000000&cropX1=150&cropX2=1533&cropY1=42&cropY2=1425,2.1,2.1
1865,cho-jyh-jer,Cho Jyh-jer,Semiconductors,Taiwan,M,69,https://specials-images.forbesimg.com/imageserve/63a0c99719ae5f47238ceb38/416x416.jpg?background=000000&cropX1=3&cropX2=692&cropY1=80&cropY2=769,2.1,2.1
1866,will-adderley,Will Adderley,Home furnishings,United Kingdom,M,53,https://st3.depositphotos.com/6672868/13701/v/450/depositphotos_137014128-stock-illustration-user-profile-icon.jpg,2.1,2.1
1867,roberto-hernandez-ramirez,Roberto Hernandez Ramirez,"Banking, investments",Mexico,M,83,https://specials-images.forbesimg.com/imageserve/5e76f83c10380d0006fbb96f/416x416.jpg?background=000000&cropX1=495&cropX2=1411&cropY1=178&cropY2=1093,2.1,2.1
1868,bhadresh-shah,Bhadresh Shah,Engineering,India,M,73,https://specials-images.forbesimg.com/imageserve/5c79af93a7ea431000441f81/416x416.jpg?background=000000&cropX1=2863&cropX2=4946&cropY1=1612&cropY2=3696,2.1,2.0
1869,sam-chong,Sam Chong,Mining,Australia,M,82,https://specials-images.forbesimg.com/imageserve/67aa613127fbaf5c4cbe53ed/416x416.jpg?background=000000&cropX1=0&cropX2=800&cropY1=0&cropY2=800,2.1,2.1
1870,archie-hwang,Archie Hwang,Semiconductors,Singapore,M,73,https://specials-images.forbesimg.com/imageserve/63a0c5f419ae5f47238ceb2f/416x416.jpg?background=000000&cropX1=9&cropX2=1333&cropY1=57&cropY2=1380,2.1,2.1
1871,wong-man-li,Wong Man Li,Furniture,Hong Kong,M,60,https://specials-images.forbesimg.com/imageserve/65d4f095846727795158d65a/416x416.jpg?background=000000&cropX1=317&cropX2=767&cropY1=371&cropY2=821,2.0,2.1
1872,albert-shigaboutdinov,Albert Shigaboutdinov,"Refinery, chemicals",Russia,M,72,https://specials-images.forbesimg.com/imageserve/5a807a5e4bbe6f2652f53c13/416x416.jpg?background=000000&cropX1=601&cropX2=2934&cropY1=5&cropY2=2336,2.0,2.0
1873,dennis-gillings,Dennis Gillings,Clinical trials,United Kingdom,M,81,https://st3.depositphotos.com/6672868/13701/v/450/depositphotos_137014128-stock-illustration-user-profile-icon.jpg,2.0,2.1
1874,ravi-modi,Ravi Modi,Readymade garments,India,M,48,https://specials-images.forbesimg.com/imageserve/621501760c37e349ef2ce242/416x416.jpg?background=000000&cropX1=787&cropX2=1519&cropY1=544&cropY2=1277,2.0,2.0
1875,rustem-sulteev,Rustem Sulteev,"Refinery, chemicals",Russia,M,71,https://specials-images.forbesimg.com/imageserve/5a80b4224bbe6f2652f53fd0/416x416.jpg?background=000000&cropX1=4&cropX2=2224&cropY1=9&cropY2=2228,2.0,2.0
1876,paul-sciarra,Paul Sciarra,Pinterest,United States,M,44,https://specials-images.forbesimg.com/imageserve/5ced855acd1f12000a2a940f/416x416.jpg?background=000000&cropX1=458&cropX2=742&cropY1=96&cropY2=380,2.0,2.1
1877,john-abele,John Abele & family,Healthcare,United States,M,88,https://specials-images.forbesimg.com/imageserve/594983144bbe6f18d786ce70/416x416.jpg?background=000000&cropX1=0&cropX2=996&cropY1=0&cropY2=997,2.0,2.0
1878,b-wayne-hughes-jr,B. Wayne Hughes Jr,Storage facilities,United States,M,66,https://st3.depositphotos.com/6672868/13701/v/450/depositphotos_137014128-stock-illustration-user-profile-icon.jpg,2.0,2.1
1879,phillip-frost,Phillip Frost,Pharmaceuticals,United States,M,88,https://specials-images.forbesimg.com/imageserve/5ba59e7c4bbe6f79516f67c1/416x416.jpg?background=000000&cropX1=139&cropX2=990&cropY1=21&cropY2=872,2.0,2.0
1880,tom-werner-1,Tom Werner,Sports teams,United States,M,75,https://specials-images.forbesimg.com/imageserve/62448edf1c86e6cb5831a3b8/416x416.jpg?background=000000&cropX1=1150&cropX2=2332&cropY1=69&cropY2=1250,2.0,2.0
1881,pp-reddy,P.P. Reddy,Infrastructure,India,M,68,https://specials-images.forbesimg.com/imageserve/65256cee036eccfff46f61f5/416x416.jpg?background=000000&cropX1=1526&cropX2=2409&cropY1=786&cropY2=1669,2.0,2.0
1882,raj-sardana,Raj Sardana,Technology services,United States,M,65,https://specials-images.forbesimg.com/imageserve/642b267eb88adb6d23bbf2c5/416x416.jpg?background=000000&cropX1=0&cropX2=2400&cropY1=163&cropY2=2563,2.0,2.0
1883,bhavish-aggarwal,Bhavish Aggarwal,Ride-hailing app,India,M,40,https://specials-images.forbesimg.com/imageserve/672a62e38c85c5fa8ff15850/416x416.jpg?background=000000&cropX1=245&cropX2=1686&cropY1=91&cropY2=1532,2.0,1.9
1884,stephen-orenstein,Stephen Orenstein & family,Supply chain services,United States,M,61,https://st3.depositphotos.com/6672868/13701/v/450/depositphotos_137014128-stock-illustration-user-profile-icon.jpg,2.0,2.0
1885,thomas-steyer,Thomas Steyer,Hedge funds,United States,M,68,https://specials-images.forbesimg.com/imageserve/5a8f089e31358e79a289ff38/416x416.jpg?background=000000&cropX1=543&cropX2=2766&cropY1=445&cropY2=2667,2.0,2.0
1886,david-chen,David Chen,"Online gaming, e-commerce",Singapore,M,44,https://specials-images.forbesimg.com/imageserve/5f11befa5d09070006abc89e/416x416.jpg?background=000000&cropX1=143&cropX2=3256&cropY1=295&cropY2=3408,2.0,2.1
1887,robert-miller,Robert Miller,Retail,United Kingdom,M,92,https://specials-images.forbesimg.com/imageserve/5e77f8f7c7b02d000666e220/416x416.jpg?background=000000&cropX1=934&cropX2=3406&cropY1=441&cropY2=2915,2.0,2.0
1888,ilona-herlin,Ilona Herlin,"Elevators, escalators",Finland,F,60,https://st3.depositphotos.com/6672868/13701/v/450/depositphotos_137014128-stock-illustration-user-profile-icon.jpg,2.0,2.0
1889,karin-sartorius-herbst,Karin Sartorius-Herbst,Biopharmaceuticals,Germany,F,83,https://st3.depositphotos.com/6672868/13701/v/450/depositphotos_137014128-stock-illustration-user-profile-icon.jpg,2.0,2.1
1890,mohammad-abunayyan,Mohammad Abunayyan,Diversified,Saudi Arabia,M,62,https://specials-images.forbesimg.com/imageserve/67e459c39da6d4016563b5ad/416x416.jpg?background=000000&cropX1=1371&cropX2=2297&cropY1=188&cropY2=1113,2.0,2.0
1891,shu-ping,Shu Ping,Restaurants,Singapore,F,0,https://specials-images.forbesimg.com/imageserve/6050f48ca1ab099ed6e290cc/416x416.jpg?background=000000&cropX1=0&cropX2=800&cropY1=0&cropY2=800,2.0,2.0
1892,ian-wood,Ian Wood & family,Energy services,United Kingdom,M,83,https://specials-images.forbesimg.com/imageserve/5e77f25dd8e1ae0007b738e5/416x416.jpg?background=000000&cropX1=79&cropX2=978&cropY1=83&cropY2=982,2.0,2.0
1893,binod-chaudhary,Binod Chaudhary,Diversified,Nepal,M,70,https://specials-images.forbesimg.com/imageserve/5e76fc47c7b02d000666d3f6/416x416.jpg?background=000000&cropX1=1134&cropX2=4052&cropY1=350&cropY2=3265,2.0,2.0
1894,linda-pritzker,Linda Pritzker,"Hotels, investments",United States,F,72,https://specials-images.forbesimg.com/imageserve/28dbf303ade0c2929ed7f04b8da8d7f4/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=0&cropY2=744,2.0,2.0
1895,pan-dong-1,Pan Dong,Consumer goods,Canada,F,60,https://st3.depositphotos.com/6672868/13701/v/450/depositphotos_137014128-stock-illustration-user-profile-icon.jpg,2.0,2.0
1896,nerio-alessandri,Nerio Alessandri,Gym equipment,Italy,M,64,https://st3.depositphotos.com/6672868/13701/v/450/depositphotos_137014128-stock-illustration-user-profile-icon.jpg,2.0,2.0
1897,bahaa-hariri,Bahaa Hariri,"Real estate, investments",Lebanon,M,59,https://specials-images.forbesimg.com/imageserve/107c94488c258501ef379d8bffaf7d4f/416x416.jpg?background=000000&cropX1=6&cropX2=744&cropY1=124&cropY2=862,2.0,2.0
1898,amy-adams-strunk,Amy Adams Strunk,Tennessee Titans,United States,F,69,https://specials-images.forbesimg.com/imageserve/6422072e6869dc7af6557890/416x416.jpg?background=000000&cropX1=0&cropX2=1524&cropY1=125&cropY2=1649,2.0,2.0
1899,tor-peterson,Tor Peterson,Commodities,United States,M,61,https://st3.depositphotos.com/6672868/13701/v/450/depositphotos_137014128-stock-illustration-user-profile-icon.jpg,2.0,2.0
1900,alex-birkenstock,Alex Birkenstock,Shoes,Germany,M,56,https://st3.depositphotos.com/6672868/13701/v/450/depositphotos_137014128-stock-illustration-user-profile-icon.jpg,2.0,2.0
1901,liu-gexin,Liu Gexin & family,Pharmaceuticals,China,M,74,https://specials-images.forbesimg.com/imageserve/6050f48ca1ab099ed6e290cc/416x416.jpg?background=000000&cropX1=0&cropX2=800&cropY1=0&cropY2=800,2.0,1.8
1902,michael-ashcroft,Michael Ashcroft,Security,United Kingdom,M,79,https://specials-images.forbesimg.com/imageserve/5c72779c31358e35dd2702a8/416x416.jpg?background=000000&cropX1=407&cropX2=2519&cropY1=5&cropY2=2117,2.0,2.0
1903,john-de-mol,John de Mol,TV programs,Netherlands,M,70,https://specials-images.forbesimg.com/imageserve/58a241814bbe6f0e5586b932/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=327&cropY2=1071,2.0,2.0
1904,stephane-courbit,Stephane Courbit,Entertainment,France,M,60,https://specials-images.forbesimg.com/imageserve/67e481a44534cf922d9c72a2/416x416.jpg?background=000000&cropX1=161&cropX2=2140&cropY1=0&cropY2=1977,2.0,1.9
1905,wilma-tisch,Wilma Tisch,Loews,United States,F,98,https://specials-images.forbesimg.com/imageserve/56ce3338e4b062f6b59a807a/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=97&cropY2=841,2.0,2.0
1906,oren-zeev,Oren Zeev,Investments,Israel,M,60,https://specials-images.forbesimg.com/imageserve/6231f93c0a4839bc3c162440/416x416.jpg?background=000000&cropX1=596&cropX2=2281&cropY1=43&cropY2=1730,2.0,2.0
1907,chao-chung-hsin,Chao Chung-Hsin,Cooling devices and components,Taiwan,M,70,https://st3.depositphotos.com/6672868/13701/v/450/depositphotos_137014128-stock-illustration-user-profile-icon.jpg,2.0,2.0
1908,david-lichtenstein,David Lichtenstein,Real estate,United States,M,63,https://specials-images.forbesimg.com/imageserve/58c07bad4bbe6f0e558835c3/416x416.jpg?background=000000&cropX1=40&cropX2=683&cropY1=19&cropY2=662,2.0,2.0
1909,gregg-hymowitz,Gregg Hymowitz,Asset management,United States,M,59,https://specials-images.forbesimg.com/imageserve/642d772ac7d56fd13e392965/416x416.jpg?background=000000&cropX1=0&cropX2=862&cropY1=196&cropY2=1059,2.0,2.0
1910,gary-chouest,Gary Chouest & family,Shipping,United States,M,81,https://specials-images.forbesimg.com/imageserve/6619c56017ab279595d0a916/416x416.jpg?background=000000&cropX1=47&cropX2=1085&cropY1=84&cropY2=1122,2.0,2.0
1911,chin-jong-hwa,Chin Jong Hwa,Auto parts,Taiwan,M,67,https://specials-images.forbesimg.com/imageserve/63a0c94dc894b4f0c7e82199/416x416.jpg?background=000000&cropX1=548&cropX2=1800&cropY1=8&cropY2=1259,2.0,2.1
1912,huang-xu,Huang Xu,semiconductor,China,M,58,https://st3.depositphotos.com/6672868/13701/v/450/depositphotos_137014128-stock-illustration-user-profile-icon.jpg,2.0,2.3
1913,xu-shugen,Xu Shugen,"Construction, mining machinery",China,M,60,https://st3.depositphotos.com/6672868/13701/v/450/depositphotos_137014128-stock-illustration-user-profile-icon.jpg,2.0,2.0
1914,evangelos-mytilineos,Evangelos Mytilineos,"Energy, metals",Greece,M,71,https://specials-images.forbesimg.com/imageserve/67e59882887d07476ae232f7/416x416.jpg?background=000000&cropX1=295&cropX2=2510&cropY1=10&cropY2=2223,2.0,2.0
1915,adam-forste,Adam Forste,Diversified,United States,M,47,https://specials-images.forbesimg.com/imageserve/67e460f999dcbbcf264903f4/416x416.jpg?background=000000&cropX1=267&cropX2=1741&cropY1=29&cropY2=1502,2.0,2.0
1916,kevin-marchetti,Kevin Marchetti,Diversified,United States,M,47,https://specials-images.forbesimg.com/imageserve/67e46214250040afade2f455/416x416.jpg?background=000000&cropX1=357&cropX2=1512&cropY1=0&cropY2=1154,2.0,2.0
1917,daniel-hirschfeld,Daniel Hirschfeld,Fashion retail,United States,M,84,https://st3.depositphotos.com/6672868/13701/v/450/depositphotos_137014128-stock-illustration-user-profile-icon.jpg,2.0,2.0
1918,mohamed-alabbar,Mohamed Alabbar,"Real estate, restaurants",United Arab Emirates,M,68,https://specials-images.forbesimg.com/imageserve/67e472c49fb76013b0e6eaa9/416x416.jpg?background=000000&cropX1=1451&cropX2=2880&cropY1=297&cropY2=1724,2.0,2.0
1919,ilson-mateus,Ilson Mateus & family,Supermarkets,Brazil,M,62,https://st3.depositphotos.com/6672868/13701/v/450/depositphotos_137014128-stock-illustration-user-profile-icon.jpg,2.0,2.0
1920,amy-wyss,Amy Wyss,Medical equipment,United States,F,54,https://specials-images.forbesimg.com/imageserve/55fb1546e4b0ffa7afe4b467/416x416.jpg?background=000000&cropX1=93&cropX2=632&cropY1=53&cropY2=593,2.0,2.0
1921,louis-le-duff,Louis Le Duff,Bakeries,France,M,79,https://specials-images.forbesimg.com/imageserve/56c7b8d6e4b062f6b59a23be/416x416.jpg?background=000000&cropX1=0&cropX2=741&cropY1=82&cropY2=823,2.0,2.0
1922,peter-lim,Peter Lim,Investments,Singapore,M,72,https://specials-images.forbesimg.com/imageserve/5e779f66c7b02d000666d9cd/416x416.jpg?background=000000&cropX1=68&cropX2=930&cropY1=74&cropY2=937,2.0,2.0
1923,bambang-sutantio,Bambang Sutantio,Dairy & consumer products,Indonesia,M,66,https://specials-images.forbesimg.com/imageserve/638e265f8f8c006b8cea2e89/416x416.jpg?background=000000&cropX1=206&cropX2=812&cropY1=14&cropY2=620,2.0,2.0
1924,chris-wallin,Chris Wallin,Mining,Australia,M,72,https://specials-images.forbesimg.com/imageserve/61a52212402ed8086d7a1ac9/416x416.jpg?background=000000&cropX1=0&cropX2=800&cropY1=0&cropY2=800,2.0,2.0
1925,patrick-hanrahan,Patrick Hanrahan,Software,United States,M,70,https://specials-images.forbesimg.com/imageserve/5d94f02a67dd830006a286fe/416x416.jpg?background=000000&cropX1=77&cropX2=2217&cropY1=146&cropY2=2285,2.0,2.0
1926,carl-ferdinand-oetker,Carl Ferdinand Oetker,Consumer goods,Germany,M,52,https://specials-images.forbesimg.com/imageserve/5a7e0dda31358e4955ad0e11/416x416.jpg?background=000000&cropX1=886&cropX2=3401&cropY1=293&cropY2=2806,2.0,2.0
1926,alfred-oetker,Alfred Oetker,Consumer goods,Germany,M,58,https://specials-images.forbesimg.com/imageserve/5a7e0642a7ea431690131d18/416x416.jpg?background=000000&cropX1=1&cropX2=560&cropY1=74&cropY2=633,2.0,2.0
1928,shamsheer-vayalil,Shamsheer Vayalil,Healthcare,India,M,48,https://specials-images.forbesimg.com/imageserve/59cc1beea7ea434a34f46d83/416x416.jpg?background=000000&cropX1=0&cropX2=426&cropY1=19&cropY2=445,2.0,2.0
1929,wee-ee-lim,Wee Ee Lim,Banking,Singapore,M,63,https://specials-images.forbesimg.com/imageserve/661ea1f41dba8edc23ec7c3a/416x416.jpg?background=000000&cropX1=937&cropX2=1540&cropY1=320&cropY2=923,2.0,2.0
1930,david-hoffmann,David Hoffmann,"Executive search, investments",United States,M,73,https://specials-images.forbesimg.com/imageserve/62505a9511733e99ab4ebda7/416x416.jpg?background=000000&cropX1=417&cropX2=2278&cropY1=175&cropY2=2034,2.0,2.0
1931,sam-altman,Sam Altman,Investments,United States,M,40,https://specials-images.forbesimg.com/imageserve/661ff92a5f8d9bc634de57c6/416x416.jpg?background=000000&cropX1=601&cropX2=2220&cropY1=68&cropY2=1688,2.0,2.0
1932,othman-benjelloun,Othman Benjelloun & family,"Banking, insurance",Morocco,M,92,https://specials-images.forbesimg.com/imageserve/589fd70c31358e1a35ab2cff/416x416.jpg?background=000000&cropX1=95&cropX2=744&cropY1=13&cropY2=662,2.0,2.0
1933,chang-jianming,Chang Jianming & family,Industrial equipment,China,M,60,https://st3.depositphotos.com/6672868/13701/v/450/depositphotos_137014128-stock-illustration-user-profile-icon.jpg,2.0,1.9
1934,naomi-azrieli,Naomi Azrieli,Real estate,Canada,F,59,https://st3.depositphotos.com/6672868/13701/v/450/depositphotos_137014128-stock-illustration-user-profile-icon.jpg,2.0,2.0
1934,sharon-azrieli,Sharon Azrieli,Real estate,Canada,F,65,https://st3.depositphotos.com/6672868/13701/v/450/depositphotos_137014128-stock-illustration-user-profile-icon.jpg,2.0,2.0
1934,danna-azrieli,Danna Azrieli,Real estate,Israel,F,58,https://st3.depositphotos.com/6672868/13701/v/450/depositphotos_137014128-stock-illustration-user-profile-icon.jpg,2.0,2.0
1937,bruce-toll,Bruce Toll,Homebuilding,United States,M,82,https://st3.depositphotos.com/6672868/13701/v/450/depositphotos_137014128-stock-illustration-user-profile-icon.jpg,2.0,2.0
1938,steven-witkoff,Steven Witkoff,Real estate,United States,M,68,https://st3.depositphotos.com/6672868/13701/v/450/depositphotos_137014128-stock-illustration-user-profile-icon.jpg,2.0,2.0
1939,hans-sy,Hans Sy,Diversified,Philippines,M,69,https://specials-images.forbesimg.com/imageserve/5e770874d8e1ae0007b728b1/416x416.jpg?background=000000&cropX1=1086&cropX2=5413&cropY1=9&cropY2=4339,2.0,2.0
1940,alain-taravella,Alain Taravella,Real estate development,France,M,77,https://specials-images.forbesimg.com/imageserve/5c6f8e3ca7ea431000432050/416x416.jpg?background=000000&cropX1=20&cropX2=1216&cropY1=194&cropY2=1390,2.0,2.0
1941,hui-wing-mau,Hui Wing Mau,Real estate,Hong Kong,M,75,https://specials-images.forbesimg.com/imageserve/5dc054da5e338c0006622d3e/416x416.jpg?background=000000&cropX1=726&cropX2=2516&cropY1=169&cropY2=1959,2.0,2.0
1942,lei-jufang,Lei Jufang,Pharmaceuticals,China,F,72,https://specials-images.forbesimg.com/imageserve/603e8f5d4a2df75cef4fb25a/416x416.jpg?background=000000&cropX1=0&cropX2=800&cropY1=0&cropY2=800,2.0,2.0
1943,cho-hyun-joon,Cho Hyun-joon,Diversified,South Korea,M,57,https://specials-images.forbesimg.com/imageserve/5b69f81e31358e0429c55cb8/416x416.jpg?background=000000&cropX1=88&cropX2=617&cropY1=131&cropY2=660,2.0,2.0
1944,marc-andreessen,Marc Andreessen,Venture capital investing,United States,M,54,https://specials-images.forbesimg.com/imageserve/5c9d179331358e79cabff237/416x416.jpg?background=000000&cropX1=531&cropX2=2520&cropY1=9&cropY2=1996,2.0,2.0
1945,geoffrey-palmer,Geoffrey Palmer,Real estate,United States,M,75,https://st3.depositphotos.com/6672868/13701/v/450/depositphotos_137014128-stock-illustration-user-profile-icon.jpg,2.0,2.0
1946,evan-williams,Evan Williams,Twitter,United States,M,53,https://specials-images.forbesimg.com/imageserve/5f442fba6eb909db375d0172/416x416.jpg?background=000000&cropX1=669&cropX2=4226&cropY1=1080&cropY2=4637,2.0,2.0
1947,william-koch,William Koch,"Oil, investments",United States,M,85,https://specials-images.forbesimg.com/imageserve/5a8eecc84bbe6f2652f637b6/416x416.jpg?background=000000&cropX1=955&cropX2=3256&cropY1=142&cropY2=2442,2.0,2.0
1948,christopher-goldsbury,Christopher Goldsbury,Salsa,United States,M,82,https://specials-images.forbesimg.com/imageserve/5a86c7ba4bbe6f2652f5bab3/416x416.jpg?background=000000&cropX1=1270&cropX2=3101&cropY1=106&cropY2=1936,2.0,2.0
1949,deepinder-goyal,Deepinder Goyal,Food delivery service,India,M,42,https://specials-images.forbesimg.com/imageserve/66909a76958368dfeb416a5b/416x416.jpg?background=000000&cropX1=160&cropX2=1148&cropY1=57&cropY2=1047,1.9,1.9
1950,sandor-csanyi,Sandor Csanyi,"Finance, real estate",Hungary,M,72,https://specials-images.forbesimg.com/imageserve/5e76584ed8e1ae0007b71fac/416x416.jpg?background=000000&cropX1=329&cropX2=1774&cropY1=0&cropY2=1444,1.9,1.9
1951,jeffrey-michael,Jeffrey Michael & family,Data management,United States,M,69,https://st3.depositphotos.com/6672868/13701/v/450/depositphotos_137014128-stock-illustration-user-profile-icon.jpg,1.9,2.0
1952,wu-shaoxun,Wu Shaoxun,Wine,China,M,69,https://specials-images.forbesimg.com/imageserve/6050f48ca1ab099ed6e290cc/416x416.jpg?background=000000&cropX1=0&cropX2=800&cropY1=0&cropY2=800,1.9,1.9
1953,romano-minozzi,Romano Minozzi,"Utilities, diversified",Italy,M,90,https://st3.depositphotos.com/6672868/13701/v/450/depositphotos_137014128-stock-illustration-user-profile-icon.jpg,1.9,2.0
1954,manuel-lao-hernandez,Manuel Lao Hernández & family,Casinos,Spain,M,81,https://specials-images.forbesimg.com/imageserve/5e5d77047a0098000734b918/416x416.jpg?background=000000&cropX1=124&cropX2=1175&cropY1=61&cropY2=1112,1.9,2.0
